transaction_id;issue_date;certificate_fee;payment_method;student_id;student_name;student_email;student_country;student_age;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date
7694;2029-12-05;76.75;Bank Transfer;446;Elizabeth Smith;elizabeth.smith125@protonmail.com;India;41;391;CoreHive;Singapore;865;Cybersecurity Awareness Certificate;completion;Portuguese;1111;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2023-09-28
9845;2033-05-04;48.59;PayPal;379;Pedro Oliveira;pedro.oliveira582@yahoo.com;Brazil;43;2;ZenHive;United States;576;Web Development Foundations Certificate;completion;English;154;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2025-11-06
4281;2025-09-12;938.55;Credit Card;830;Gabriel Hoffmann;gabriel.hoffmann14@gmail.com;Australia;65;266;PrimeHub;Australia;297;Supply Chain Analytics Certificate;advanced;English;108;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2024-05-08
6600;2028-05-11;900.0;PayPal;712;Karen Alves;karen.alves372@gmail.com;Spain;27;94;LearnGrow;India;321;Data Professional;professional;Portuguese;3924;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2024-04-02
6859;2028-09-20;376.47;PayPal;849;Mariana Rodrigues;mariana.rodrigues215@yahoo.com;Spain;55;72;SparkNet;India;227;Digital Marketing Analyst;specialization;English;83;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2025-01-05
5454;2026-07-07;694.8;PayPal;524;Joseph Thomas;joseph.thomas15@protonmail.com;Portugal;28;86;GlobalAcademy;United States;880;Operations Excellence Certificate;advanced;English;3925;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2024-10-08
7825;2030-02-21;1400.0;Credit Card;469;Karen Becker;karen.becker146@gmail.com;Argentina;65;174;EliteStream;Canada;328;Machine Learning Foundations Certificate;advanced;German;3926;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2025-09-27
9952;2033-07-26;55.11;PayPal;358;Isabella Verma;isabella.verma336@protonmail.com;India;36;40;TechStream;United States;652;Excel Professional Certificate;completion;Spanish;31;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2024-02-09
8445;2031-01-22;93.09;PayPal;730;Linda Colombo;linda.colombo624@hotmail.com;United Kingdom;32;450;SkillMind;United Kingdom;433;Database Foundations Certificate;completion;Spanish;3927;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2026-01-26
2098;2024-05-21;885.56;Credit Card;151;Gabriel Santos;gabriel.santos963@hotmail.com;France;55;152;OpenHub;United States;170;Industrial IoT Certificate;advanced;English;857;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2024-02-24
2553;2024-09-16;77.27;Credit Card;363;Patricia Pereira;patricia.pereira456@yahoo.com;India;25;465;AgileCampus;Israel;145;Cybersecurity Awareness Certificate;completion;English;3400;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2021-08-14
3188;2025-02-23;78.27;Credit Card;519;Fatima Rossi;fatima.rossi281@yahoo.com;United States;47;63;GlobalWorks;France;252;Excel Professional Certificate;completion;English;80;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2022-03-12
6718;2028-07-11;527.27;PayPal;806;Lucas Fischer;lucas.fischer611@hotmail.com;Brazil;27;99;SmartInstitute;Australia;289;Financial Modeling Certificate;professional;Spanish;3928;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2025-01-22
10036;2033-10-11;501.75;PayPal;998;Inês Ferrari;inês.ferrari55@icloud.com;United Kingdom;62;70;CoreConnect;France;981;Data Professional;professional;Portuguese;102;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2024-10-08
9228;2032-03-20;362.66;PayPal;373;Susan Hoffmann;susan.hoffmann207@icloud.com;India;21;70;CoreConnect;France;981;Data Professional;professional;Portuguese;150;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2024-10-08
3077;2025-01-26;192.24;Credit Card;527;Neha Shah;neha.shah91@gmail.com;Brazil;53;230;ByteUniversity;Australia;886;Business Intelligence Specialist;specialization;English;3929;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2021-08-05
9231;2032-03-22;320.34;PayPal;52;Hassan Miller;hassan.miller781@yahoo.com;Brazil;60;55;SmartGate;India;42;Business Analytics Certificate;specialization;Portuguese;582;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2025-08-02
10097;2033-12-07;452.79;Bank Transfer;408;Richard Costa;richard.costa927@gmail.com;India;61;140;EliteWorks;Japan;609;Financial Modeling Certificate;professional;Portuguese;3930;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2026-01-09
1711;2024-01-23;207.26;Bank Transfer;239;Yuki Brown;yuki.brown23@hotmail.com;Mexico;59;20;CloudConnect;Brazil;87;Digital Marketing Analyst;specialization;English;55;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2021-10-15
3032;2025-01-17;450.0;Bank Transfer;820;David Durand;david.durand524@gmail.com;Other;41;20;CloudConnect;Brazil;87;Digital Marketing Analyst;specialization;English;95;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2021-10-15
5957;2027-04-18;120.0;Bank Transfer;537;Ahmed Martins;ahmed.martins365@icloud.com;Spain;47;410;LearnBoost;United Kingdom;545;Cybersecurity Awareness Certificate;completion;English;3690;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2024-04-30
7616;2029-10-23;88.84;PayPal;226;Hina Leroy;hina.leroy690@protonmail.com;United States;30;153;DigitalWorld;Germany;439;AI Productivity Certificate;completion;English;3931;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2023-09-22
8067;2030-07-05;740.18;Credit Card;711;Raj Silva;raj.silva347@icloud.com;France;62;157;SmartStream;France;29;Financial Modeling Certificate;professional;German;192;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2025-05-15
7331;2029-06-03;214.46;Bank Transfer;548;Elizabeth Miller;elizabeth.miller540@gmail.com;India;45;206;DigitalGrow;United Kingdom;91;HR Analytics Certificate;specialization;Portuguese;3932;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2025-04-04
1390;2023-10-06;47.88;PayPal;227;Hassan Singh;hassan.singh551@yahoo.com;India;57;87;TechLabs;India;52;Excel Professional Certificate;completion;Spanish;2501;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2023-04-18
7975;2030-05-12;64.36;Credit Card;334;Pedro Dubois;pedro.dubois338@yahoo.com;United States;28;464;BrightForge;Brazil;945;Cybersecurity Awareness Certificate;completion;Portuguese;3933;Web Development Basics;Technology & IT;Prepares students to understand front-end and back-end web concepts, requires basic computer literacy.;2024-09-29
959;2023-04-30;575.06;PayPal;238;Wei Gupta;wei.gupta325@yahoo.com;United States;39;27;ZenSchool;India;934;Agile Practitioner Certificate;professional;English;3934;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2021-11-14
9863;2033-05-18;93.05;PayPal;596;Inês Ferrari;inês.ferrari604@hotmail.com;United Kingdom;18;281;EduBoost;India;424;Cloud Fundamentals Certificate;completion;Portuguese;3935;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2025-07-03
9981;2033-08-19;474.27;Credit Card;922;Liam Fischer;liam.fischer184@outlook.com;Other;19;73;SparkWorld;United States;588;Machine Learning Foundations Certificate;advanced;Portuguese;373;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2025-04-18
7265;2029-04-29;450.0;Bank Transfer;173;Fatima Davis;fatima.davis788@protonmail.com;United Kingdom;50;111;CloudUniversity;United States;247;Digital Marketing Analyst;specialization;English;15;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2025-12-02
5950;2027-04-16;310.85;PayPal;481;Amina Schneider;amina.schneider245@icloud.com;United States;36;111;CloudUniversity;United States;247;Digital Marketing Analyst;specialization;English;59;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2025-12-02
9657;2033-01-05;334.16;Credit Card;585;Sofia Smith;sofia.smith74@protonmail.com;Mexico;55;476;EliteMind;Singapore;734;Agile Practitioner Certificate;professional;Italian;3046;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2025-06-09
6895;2028-10-11;301.15;PayPal;588;Ava Romano;ava.romano915@icloud.com;Germany;20;485;CorePath;United States;511;HR Analytics Certificate;specialization;English;33;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2024-12-13
8699;2031-06-06;207.81;Credit Card;878;Emma Martins;emma.martins887@yahoo.com;United States;63;116;SkillLearning;Japan;611;HR Analytics Certificate;specialization;Italian;66;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2025-09-27
1134;2023-07-06;51.58;Credit Card;669;Yuki Martins;yuki.martins18@yahoo.com;Germany;36;13;ByteBoost;Canada;264;Cloud Fundamentals Certificate;completion;Spanish;3936;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2023-02-17
7643;2029-11-02;49.99;Credit Card;617;Mary Bernard;mary.bernard672@outlook.com;United Kingdom;23;68;DataGrow;Portugal;464;Cloud Fundamentals Certificate;completion;English;3937;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2024-08-17
912;2023-04-15;525.63;Debit Card;815;Inês Pereira;inês.pereira395@gmail.com;Australia;58;215;EduPath;Australia;934;Agile Practitioner Certificate;professional;English;3938;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2021-11-14
5608;2026-10-06;900.0;Credit Card;364;Charles Colombo;charles.colombo99@gmail.com;Brazil;64;354;ProUniversity;Brazil;918;Power BI Analyst Certificate;professional;Spanish;3939;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2024-03-27
1212;2023-08-03;294.39;Credit Card;169;Omar Leroy;omar.leroy129@hotmail.com;Mexico;62;6;RiseCampus;United States;146;Business Intelligence Specialist;specialization;English;3940;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2022-03-06
4018;2025-07-28;363.34;Credit Card;184;Lucas Becker;lucas.becker179@protonmail.com;India;46;227;SmartLearning;France;351;HR Analytics Certificate;specialization;English;512;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2025-03-06
7838;2030-03-01;100.69;Credit Card;399;Richard Durand;richard.durand646@protonmail.com;United States;28;297;SkillPro;India;205;Cybersecurity Awareness Certificate;completion;English;3424;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2025-03-28
6446;2028-02-13;68.92;Credit Card;291;William Kumar;william.kumar265@gmail.com;India;30;99;SmartInstitute;Australia;884;Cloud Fundamentals Certificate;completion;Spanish;3025;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2025-01-22
2632;2024-10-03;189.83;PayPal;826;Sarah Ferreira;sarah.ferreira182@hotmail.com;United Kingdom;38;250;NovaPath;Brazil;962;Business Analytics Certificate;specialization;Spanish;3685;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2022-09-20
3942;2025-07-14;514.31;Debit Card;140;Layla Costa;layla.costa585@gmail.com;Canada;37;39;NovaNet;Ireland;988;Machine Learning Foundations Certificate;advanced;German;22;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2024-07-14
3786;2025-06-15;785.87;Credit Card;808;Karen Mehta;karen.mehta138@hotmail.com;India;22;459;SparkInstitute;Brazil;950;Industrial IoT Certificate;advanced;Portuguese;161;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2023-04-22
4785;2025-12-06;425.33;PayPal;726;Joseph Hoffmann;joseph.hoffmann783@gmail.com;India;58;195;ApexHive;United States;275;Statistics for Business Certificate;specialization;English;117;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-09-15
8734;2031-06-29;1248.6;PayPal;361;John Sousa;john.sousa619@icloud.com;United States;56;296;BrightMind;India;228;Machine Learning Foundations Certificate;advanced;Spanish;190;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2025-02-01
3926;2025-07-11;984.49;Credit Card;958;Liam Patel;liam.patel466@protonmail.com;Canada;60;73;SparkWorld;United States;428;Machine Learning Foundations Certificate;advanced;German;3941;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2025-04-18
3039;2025-01-18;326.55;Credit Card;711;Raj Silva;raj.silva347@icloud.com;France;62;300;NovaConnect;United States;727;Digital Marketing Analyst;specialization;English;3293;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2023-12-24
5079;2026-01-28;69.11;Credit Card;695;Robert Martin;robert.martin309@yahoo.com;Canada;19;428;TechCampus;United States;259;AI Productivity Certificate;completion;Portuguese;3942;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2024-05-05
10649;2036-01-15;760.42;Bank Transfer;991;Priya Kumar;priya.kumar774@hotmail.com;Germany;35;385;CoreCenter;United States;90;Industrial IoT Certificate;advanced;English;3943;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2026-02-06
2866;2024-12-06;55.99;Credit Card;209;Wei Bernard;wei.bernard783@outlook.com;United States;48;160;DigitalGate;United Kingdom;205;Cybersecurity Awareness Certificate;completion;English;176;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2021-03-22
6854;2028-09-16;43.32;Credit Card;640;Maria Silva;maria.silva30@icloud.com;Portugal;30;408;NexusInstitute;Japan;133;Database Foundations Certificate;completion;English;865;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2023-01-28
1511;2023-11-22;900.0;PayPal;660;Mohammed Petit;mohammed.petit449@icloud.com;United States;31;45;NexusWorld;Brazil;594;Agile Practitioner Certificate;professional;English;46;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2021-02-27
4690;2025-11-19;302.59;Credit Card;79;Linda Dubois;linda.dubois378@gmail.com;Netherlands;21;397;CloudBoost;France;755;Statistics for Business Certificate;specialization;German;3944;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2022-07-28
7882;2030-03-24;244.11;PayPal;622;Zara Weber;zara.weber800@gmail.com;United Kingdom;48;56;FutureLearning;Germany;195;Statistics for Business Certificate;specialization;Spanish;135;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2024-09-10
10186;2034-02-17;1400.0;Debit Card;512;Hassan Patel;hassan.patel873@outlook.com;Germany;46;306;OpenLearning;Portugal;160;Operations Excellence Certificate;advanced;English;151;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2026-01-07
1611;2023-12-23;1400.0;Credit Card;689;João Ferreira;joão.ferreira643@protonmail.com;Portugal;24;413;EliteLabs;Spain;977;Supply Chain Analytics Certificate;advanced;English;2205;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2021-06-17
7011;2028-12-13;900.0;PayPal;478;Liam Smith;liam.smith368@gmail.com;Australia;20;301;CoreCampus;Netherlands;461;Data Professional;professional;English;3506;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2022-08-16
1069;2023-06-08;261.28;PayPal;699;Emma Patel;emma.patel445@yahoo.com;France;36;240;SparkGate;Australia;935;Statistics for Business Certificate;specialization;English;3945;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2022-06-10
1163;2023-07-15;295.69;PayPal;405;Joseph Schneider;joseph.schneider916@yahoo.com;Brazil;50;302;RiseHub;Canada;426;Business Intelligence Specialist;specialization;Portuguese;2032;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2021-10-21
159;2022-01-25;1130.29;Credit Card;928;Joseph Thomas;joseph.thomas981@protonmail.com;India;55;20;CloudConnect;Brazil;440;Operations Excellence Certificate;advanced;French;55;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2021-10-15
4168;2025-08-25;1400.0;Credit Card;548;Elizabeth Miller;elizabeth.miller540@gmail.com;India;45;20;CloudConnect;Brazil;440;Operations Excellence Certificate;advanced;French;95;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2021-10-15
3515;2025-04-27;587.62;Credit Card;850;Maria Brown;maria.brown522@protonmail.com;United States;46;155;GlobalCampus;India;983;Project Management Certificate;professional;English;113;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2022-08-21
5875;2027-03-04;407.56;PayPal;433;Ali Hoffmann;ali.hoffmann362@outlook.com;United States;40;155;GlobalCampus;India;983;Project Management Certificate;professional;English;153;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2022-08-21
3919;2025-07-09;218.94;PayPal;483;Sarah Martins;sarah.martins169@protonmail.com;Australia;62;177;DataHub;India;315;Statistics for Business Certificate;specialization;English;156;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2024-02-12
1776;2024-02-12;868.24;PayPal;4;Zara Shah;zara.shah384@gmail.com;Other;26;495;ByteWorks;France;934;Agile Practitioner Certificate;professional;English;148;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2021-11-10
4838;2025-12-16;714.61;Bank Transfer;539;Min Meyer;min.meyer597@gmail.com;United States;24;443;BrightPath;Portugal;109;Financial Modeling Certificate;professional;French;3946;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2023-01-22
3078;2025-01-26;268.26;Credit Card;800;Ana Brown;ana.brown693@protonmail.com;Germany;65;346;SmartSphere;United States;802;Business Analytics Certificate;specialization;English;194;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2023-04-30
2423;2024-08-16;827.87;Credit Card;565;Susan Gupta;susan.gupta749@protonmail.com;United States;19;185;ProHive;India;248;Machine Learning Foundations Certificate;advanced;Portuguese;3947;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2024-08-01
2104;2024-05-22;541.24;Credit Card;246;Michael Costa;michael.costa914@outlook.com;France;29;208;LearnUniversity;United States;521;Data Professional;professional;English;48;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2021-04-20
2221;2024-06-23;111.86;Credit Card;80;Karen Pillai;karen.pillai419@icloud.com;Canada;25;98;ByteInstitute;Ireland;932;Excel Professional Certificate;completion;Spanish;3948;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2023-05-24
5894;2027-03-17;55.01;Credit Card;358;Isabella Verma;isabella.verma336@protonmail.com;India;36;100;PeakNet;India;365;Cybersecurity Awareness Certificate;completion;English;3949;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2024-09-22
1324;2023-09-16;186.38;Bank Transfer;986;Charles Gupta;charles.gupta298@icloud.com;France;27;202;CoreGrow;Ireland;775;Statistics for Business Certificate;specialization;English;112;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2021-06-02
1325;2023-09-16;450.0;PayPal;421;Li Miller;li.miller615@icloud.com;Canada;53;202;CoreGrow;Ireland;775;Statistics for Business Certificate;specialization;English;121;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2021-06-02
3713;2025-06-01;287.51;Credit Card;217;Maria Oliveira;maria.oliveira474@gmail.com;Canada;19;355;NexusLearning;United Kingdom;166;Business Intelligence Specialist;specialization;English;3950;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2023-08-04
2854;2024-12-03;875.36;Credit Card;671;Mohammed Ferrari;mohammed.ferrari296@yahoo.com;United Kingdom;43;338;EduPro;Spain;300;Operations Excellence Certificate;advanced;Spanish;3141;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2021-11-11
3559;2025-05-03;360.44;Credit Card;863;Layla Thomas;layla.thomas981@yahoo.com;France;49;491;LearnLabs;Portugal;691;HR Analytics Certificate;specialization;Spanish;3951;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2021-06-03
8365;2030-12-10;201.62;PayPal;940;Elizabeth Schneider;elizabeth.schneider581@protonmail.com;United Kingdom;31;157;SmartStream;France;11;HR Analytics Certificate;specialization;German;192;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2025-05-15
3132;2025-02-10;94.28;PayPal;473;Jessica Costa;jessica.costa600@hotmail.com;France;33;321;AgileWorks;United States;976;Web Development Foundations Certificate;completion;Portuguese;3952;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2022-08-12
5353;2026-05-15;502.91;PayPal;289;Emma Petit;emma.petit375@protonmail.com;India;40;456;RisePath;Portugal;143;Project Management Certificate;professional;Portuguese;3953;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2021-04-10
112;2021-11-25;422.62;Credit Card;83;Yuki Richard;yuki.richard561@hotmail.com;France;52;466;ProForge;United States;942;Business Analytics Certificate;specialization;Portuguese;92;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2021-05-20
5951;2027-04-16;166.61;PayPal;233;Hassan Sousa;hassan.sousa800@gmail.com;Portugal;24;382;SmartSchool;India;687;Digital Marketing Analyst;specialization;Italian;29;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2024-11-09
8041;2030-06-21;333.69;Credit Card;188;Inês Bernard;inês.bernard956@icloud.com;Other;45;382;SmartSchool;India;687;Digital Marketing Analyst;specialization;Italian;149;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2024-11-09
8038;2030-06-20;66.86;Credit Card;669;Yuki Martins;yuki.martins18@yahoo.com;Germany;36;16;SmartVault;India;752;Excel Professional Certificate;completion;English;791;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2025-04-20
6567;2028-04-24;703.29;PayPal;751;João Taylor;joão.taylor541@yahoo.com;United States;31;471;LearnConnect;Netherlands;788;Machine Learning Foundations Certificate;advanced;German;3954;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2022-04-02
1644;2024-01-02;373.33;PayPal;471;James Marino;james.marino150@yahoo.com;United States;39;406;SkillNet;United Kingdom;991;HR Analytics Certificate;specialization;Spanish;3721;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2023-10-20
5889;2027-03-12;545.91;Credit Card;683;Miguel Nair;miguel.nair893@hotmail.com;Portugal;24;379;RiseMind;India;603;Project Management Certificate;professional;German;3955;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2024-12-24
10614;2035-08-25;335.49;Credit Card;19;Emma Schmidt;emma.schmidt974@hotmail.com;Brazil;49;83;GlobalConnect;United States;246;Business Intelligence Specialist;specialization;Spanish;142;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2026-01-19
2436;2024-08-19;443.85;Debit Card;866;Zara Shah;zara.shah140@yahoo.com;France;44;352;OpenForge;United States;327;Digital Marketing Analyst;specialization;English;1937;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2023-09-30
3777;2025-06-14;375.97;Bank Transfer;589;Ahmed Ricci;ahmed.ricci716@gmail.com;Portugal;62;242;AgileHive;Netherlands;242;Business Analytics Certificate;specialization;German;3956;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2022-03-09
2515;2024-09-06;393.96;PayPal;230;Charles Brown;charles.brown217@yahoo.com;Brazil;39;366;AgileSphere;India;549;Financial Modeling Certificate;professional;English;155;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2021-04-25
5863;2027-02-24;59.98;PayPal;727;Min Costa;min.costa283@yahoo.com;Brazil;50;200;TechHive;India;505;Cybersecurity Awareness Certificate;completion;Spanish;3957;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-05-08
7017;2028-12-18;334.7;Credit Card;721;Charles Johnson;charles.johnson667@hotmail.com;Portugal;51;314;SkillSphere;United States;315;Statistics for Business Certificate;specialization;English;3958;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2021-10-04
891;2023-04-01;1188.27;Bank Transfer;961;Tiago Bernard;tiago.bernard820@outlook.com;Argentina;41;65;CoreAcademy;Australia;757;Supply Chain Analytics Certificate;advanced;English;3959;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2023-03-28
7774;2030-01-18;63.23;PayPal;437;João Williams;joão.williams873@hotmail.com;Canada;52;108;GlobalUniversity;United States;124;Cloud Fundamentals Certificate;completion;English;198;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2022-04-30
1729;2024-01-26;77.7;Bank Transfer;227;Hassan Singh;hassan.singh551@yahoo.com;India;57;424;DigitalSphere;Canada;532;Excel Professional Certificate;completion;Spanish;3759;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2022-05-31
8739;2031-07-02;304.77;Credit Card;988;Fatima Gupta;fatima.gupta972@hotmail.com;France;32;94;LearnGrow;India;847;Digital Marketing Analyst;specialization;English;2554;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2024-04-02
